work_year,salary,remote_ratio,experience_level,employment_type,job_title,employee_residence,company_location,company_size,prediction
2022,120000,0,SE,FT,Data Analyst,US,US,M,120000.0
2021,200000,100,SE,FT,Data Analyst,US,US,L,200000.0
2023,120000,0,MI,FT,Data Engineer,US,US,M,120000.0
2023,185900,0,SE,FT,Business Intelligence Engineer,US,US,M,185900.0
2022,70000,0,SE,FT,Data Analyst,GB,GB,M,86654.35
2022,141525,100,SE,FT,Data Scientist,US,US,M,141525.0
2023,183500,100,SE,FT,Data Scientist,US,US,M,183504.1
2021,33000,50,EN,FT,Data Engineer,GB,GB,L,41752.53
2022,145000,0,EX,FT,Data Engineer,US,US,M,145000.0
2023,140000,100,MI,FT,Machine Learning Engineer,US,US,M,140000.0
2022,80000,100,SE,FT,Data Engineer,US,US,M,80000.0
2022,12000,100,EN,FT,Machine Learning Engineer,AR,AR,L,12154.31
2023,151800,100,MI,FT,Research Scientist,US,US,M,151748.4
2023,216000,100,SE,FT,Machine Learning Engineer,US,US,M,216098.0
2023,191765,0,SE,FT,Data Scientist,US,US,M,191782.2
2023,45000,0,SE,FT,Data Scientist,ES,ES,M,48249.57
2022,150000,100,EN,FT,Data Analyst,US,US,L,150000.0
2022,206000,0,MI,FT,Data Analyst,US,US,M,206009.79
2023,115000,100,SE,FT,Data Architect,US,US,M,115000.0
2021,150000,100,SE,FT,Data Engineer,US,US,L,150000.0
2023,222200,0,SE,FT,Applied Scientist,US,US,L,222204.4
2022,175100,0,EX,FT,Data Science Manager,US,US,M,175092.0
2023,170000,0,SE,FT,Machine Learning Engineer,US,US,M,170000.0
2023,110500,100,SE,FT,Data Scientist,US,US,M,110529.1
2023,82365,0,SE,FT,Data Scientist,US,US,M,82395.8
2022,20000,100,MI,FT,Data Analyst,GR,GR,S,20178.67
2022,63000,0,SE,FT,Data Architect,US,US,M,63000.0
2023,250000,100,SE,FT,Data Engineer,US,US,M,250000.0
2023,80000,0,SE,FT,Data Quality Analyst,US,US,M,80000.0
2022,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2023,106000,0,SE,FT,Data Analyst,US,US,M,106004.0
2022,198200,100,SE,FT,Data Scientist,US,US,M,198226.4
2022,145000,100,SE,FT,Data Analytics Manager,US,US,M,145000.0
2021,174000,100,SE,FT,Data Engineer,US,US,L,174015.0
2022,50000,0,MI,FT,Data Scientist,GB,GB,M,61456.94
2022,206699,0,MI,FT,Data Engineer,US,US,M,206729.35
2022,180000,100,EX,FT,Machine Learning Scientist,US,US,S,175473.39
2023,147100,0,SE,FT,Data Scientist,US,US,M,147095.0
2022,48000,0,SE,FT,Data Analyst,ES,ES,M,50321.84
2022,210000,100,SE,FT,Machine Learning Engineer,US,US,M,210000.0
2022,95000,0,MI,FT,Data Engineer,US,US,M,95000.0
2023,143000,100,SE,FT,Data Infrastructure Engineer,US,US,M,143034.6
2023,148500,0,SE,FT,Data Analyst,US,US,M,148554.5
2023,180000,0,SE,FT,Data Engineer,US,US,M,180000.0
2023,90000,0,MI,FT,Data Engineer,US,US,M,90000.0
2023,136000,100,SE,FT,Data Scientist,US,US,M,136000.0
2023,156400,0,SE,FT,Data Scientist,US,US,M,156396.0
2021,400000,50,MI,PT,3D Computer Vision Researcher,IN,IN,M,5472.0
2022,90000,0,SE,FT,Data Engineer,US,US,M,90000.0
2022,170000,0,SE,FT,Data Engineer,US,US,M,170000.0
2022,90000,0,MI,FT,Machine Learning Engineer,US,US,M,90065.78
2022,206000,100,SE,FT,Data Science Manager,US,US,M,206009.4
2023,250000,100,SE,FT,Data Engineer,US,US,M,250000.0
2022,38000,100,SE,FT,Data Scientist,US,US,M,38157.75
2022,210000,100,SE,FT,Data Engineer,US,US,M,210009.14
2023,60000,100,EN,FT,Data Analyst,US,US,M,60018.0
2022,1650000,50,MI,FT,Machine Learning Engineer,IN,IN,L,21529.99
2023,121700,0,SE,FT,Data Analyst,US,US,M,121682.0
2022,179400,0,SE,FT,Data Scientist,US,US,M,179412.65
2023,149600,0,MI,FT,Data Engineer,US,US,M,149632.0
2022,113000,100,SE,FT,Data Analyst,US,US,M,112998.0
2022,180000,100,EN,FT,Machine Learning Developer,US,US,L,180000.0
2022,191475,100,SE,FT,Data Scientist,US,US,M,191475.0
2023,195800,0,EX,FT,Head of Data Science,US,US,M,195783.0
2023,101400,100,EN,FT,Data Scientist,BR,BR,L,43216.27
2023,90000,0,SE,FT,Data Engineer,US,US,M,90000.0
2023,155000,0,SE,FT,Data Analyst,US,US,M,155000.0
2023,75000,100,SE,FT,Data Analyst,US,US,M,75000.0
2023,75000,0,MI,FT,Data Analyst,US,US,M,75000.0
2023,112000,100,SE,FT,Data Analyst,US,US,M,112001.25
2022,165000,100,SE,FT,Analytics Engineer,US,US,M,165000.0
2022,222640,0,EX,FT,Data Science Manager,US,US,M,222402.5
2023,252000,0,SE,FT,Data Engineer,US,US,M,252000.0
2023,82365,0,SE,FT,Data Scientist,US,US,M,82395.8
2023,230000,0,MI,FT,Machine Learning Scientist,US,US,M,230000.0
2022,80000,0,SE,FT,Data Scientist,US,US,M,80000.0
2023,122000,0,SE,FT,Data Analyst,US,US,M,121995.2
2022,146000,100,SE,FT,Data Scientist,US,US,M,145996.0
2023,100000,100,MI,FT,Data Analyst,US,US,M,100000.0
2023,70000,0,MI,FT,Data Analyst,GB,GB,M,85144.89
2022,50000,100,EN,FL,Data Analytics Consultant,BE,US,S,50000.0
2023,102500,100,SE,FT,Data Analyst,US,US,M,102490.5
2022,63900,0,MI,FT,Data Engineer,US,US,M,63809.07
2023,153090,0,SE,FT,Machine Learning Engineer,US,US,M,153026.88
2023,133300,0,SE,FT,Data Engineer,US,US,M,133287.0
2023,75000,100,SE,FT,Data Engineer,US,US,M,75000.0
2020,20000,0,MI,FT,Product Data Analyst,HN,HN,S,20387.46
2020,65000,50,MI,FT,Data Engineer,AT,AT,L,72777.26
2022,134000,100,MI,FT,Data Science Manager,US,US,M,134000.0
2023,150000,100,SE,FT,Machine Learning Engineer,PT,US,M,150000.0
2023,215050,100,SE,FT,Data Scientist,US,US,M,215075.5
2023,119500,100,SE,FT,Data Analyst,US,US,M,119364.0
2022,246000,100,SE,FT,Machine Learning Engineer,US,US,M,245502.46
2022,130000,0,SE,FT,Data Analyst,US,US,M,130000.0
2022,200000,100,SE,FT,Machine Learning Engineer,PR,PR,M,200146.18
2022,69000,100,SE,FT,Data Analyst,US,US,M,67024.0
2022,45000,0,SE,FT,Data Scientist,ES,ES,M,47290.09
2023,85000,0,EN,FT,Data Engineer,US,US,M,85000.0
2023,259000,100,SE,FT,Data Engineer,US,US,M,258845.0
2023,95000,0,SE,FT,Data Analyst,US,US,M,95000.0
2023,126000,0,SE,FT,Machine Learning Engineer,US,US,M,126000.0
2023,200000,100,EN,FT,AI Developer,DE,DE,L,207893.72
2023,210000,0,SE,FT,Research Scientist,US,US,M,210000.0
2023,85000,100,EN,FT,Data Analyst,US,US,M,85000.0
2023,160000,0,EN,FT,Research Engineer,US,US,M,160000.0
2021,185000,100,SE,FT,Principal Data Engineer,US,US,L,185000.0
2022,90000,0,MI,FT,Machine Learning Engineer,US,US,M,90065.78
2022,100000,100,MI,FT,Data Analyst,US,US,M,100000.0
2022,116100,100,SE,FT,Machine Learning Engineer,CA,CA,M,116182.88
2022,136000,100,SE,FT,Data Scientist,US,US,M,136000.0
2023,105000,0,SE,FT,Data Scientist,US,US,M,104998.9
2023,171600,0,MI,FT,Machine Learning Infrastructure Engineer,US,US,M,171577.5
2023,260000,0,MI,FT,Data Engineer,US,US,M,259987.5
2021,135000,0,SE,FT,Data Scientist,US,US,L,135000.0
2022,236600,100,SE,FT,Data Analyst,US,US,M,236684.0
2023,275000,0,SE,FT,NLP Engineer,US,US,M,275073.0
2022,60000,100,MI,FT,Data Engineer,GB,GB,M,73931.9
2022,128875,100,SE,FT,Data Analyst,US,US,M,128876.25
2022,120000,0,MI,FT,AI Scientist,US,US,M,120000.0
2023,115934,100,SE,FT,Data Analyst,US,US,M,115934.66
2023,155000,0,SE,FT,Data Engineer,US,US,M,154992.0
2023,100000,100,EN,FT,Data Quality Analyst,NG,NG,L,99903.92
2021,81000,100,MI,FT,Computer Vision Software Engineer,DE,US,S,91817.02
2023,75000,100,MI,FT,Data Analyst,US,US,M,75000.0
2023,105000,0,SE,FT,Data Scientist,US,US,M,104998.9
2020,98000,0,MI,FT,BI Data Analyst,US,US,M,98061.0
2023,133300,0,SE,FT,Data Engineer,US,US,M,133287.0
2022,104000,50,MI,FT,Machine Learning Engineer,GB,GB,L,127145.45
2022,250000,0,SE,FT,Data Engineer,US,US,M,250000.0
2022,45000,100,MI,FT,Data Engineer,GB,GB,M,55709.77
2022,220000,0,SE,FT,Data Scientist,US,US,M,219990.0
2023,70000,100,SE,FT,Machine Learning Infrastructure Engineer,FR,FR,M,74785.87
2023,70000,0,MI,FT,Research Scientist,US,US,M,70035.46
2023,81500,0,SE,FT,Data Engineer,US,US,M,81500.0
2023,170000,100,SE,FT,Data Architect,US,US,M,170000.0
2023,55250,0,MI,FT,Machine Learning Engineer,GB,GB,M,67320.68
2023,125600,0,SE,FT,Data Analyst,US,US,M,125582.12
2022,130000,50,EN,FT,Analytics Engineer,US,US,L,130000.03
2022,235000,100,SE,FT,ML Engineer,US,US,M,235010.0
2023,106020,0,SE,FT,Data Analyst,US,US,M,106021.8
2022,6000,0,EN,FT,AI Developer,MK,MK,S,7086.26
2022,136000,100,SE,FT,Data Architect,US,US,M,136000.0
2022,230000,100,SE,FT,Data Scientist,US,US,M,229920.0
2022,220000,100,SE,FT,Data Engineer,US,US,M,220000.0
2023,120000,100,MI,FT,Data Engineer,US,US,M,120000.0
2023,106800,0,SE,FT,Data Analyst,US,US,M,106800.0
2022,68400,100,SE,FT,Data Analyst,US,US,M,68200.35
2021,2200000,50,EN,FT,Data Scientist,IN,IN,L,29582.12
2022,63000,0,SE,FT,Data Architect,US,US,M,63000.0
2021,90000,50,EN,FT,Marketing Data Engineer,SG,SG,L,70926.7
2022,122600,0,SE,FT,Data Scientist,US,US,M,122582.0
2020,20000,100,EN,FT,Data Analyst,PT,PT,M,22018.68
2023,165750,0,SE,FT,Research Scientist,US,US,M,165791.0
2023,160000,100,SE,FT,Data Architect,US,US,M,160000.0
2023,250000,100,SE,FT,Data Engineer,US,US,M,250000.0
2022,170000,100,SE,FT,Analytics Engineer,US,US,M,170000.0
2022,184100,0,SE,FT,Data Engineer,US,US,M,184083.0
2023,30000,50,EN,FT,Data Analyst,IN,IN,M,30392.73
2022,72000,100,MI,FT,Data Scientist,DE,DE,S,75874.69
2023,276000,100,SE,FT,Data Engineer,US,US,M,275871.0
2022,191475,100,SE,FT,Data Scientist,US,US,M,191475.0
2023,122900,0,SE,FT,Data Scientist,US,US,L,122955.0
2023,210914,100,EX,FT,Data Engineer,US,US,M,210475.28
2020,138350,100,MI,FT,Data Scientist,US,US,M,138349.25
2023,185900,0,SE,FT,Data Scientist,US,US,M,185900.0
2022,75000,100,MI,FT,Data Engineer,GB,GB,M,92389.29
2022,100000,0,SE,FT,Data Analyst,US,US,M,100000.0
2022,48000,100,MI,FT,BI Data Analyst,DE,DE,S,49890.13
2023,800000,0,EN,FT,Data Scientist,IN,IN,L,10340.84
2023,163800,0,SE,FT,Machine Learning Engineer,US,US,M,163800.0
2022,110000,100,SE,FT,Machine Learning Engineer,FR,FR,M,113510.99
2023,135000,100,SE,FT,Data Engineer,US,US,M,135000.0
2022,170000,100,SE,FT,Data Engineer,US,US,M,170000.0
2023,140000,100,SE,FT,Machine Learning Engineer,US,US,M,140000.0
2023,125000,0,SE,FT,BI Analyst,US,US,M,125000.0
2022,216200,0,SE,FT,Data Analyst,US,US,M,216071.0
2022,140100,100,SE,FT,Data Science Manager,US,US,L,140066.0
2022,63000,0,SE,FT,Data Engineer,US,US,M,63009.0
2023,129300,0,SE,FT,Data Scientist,US,US,M,129300.0
2023,75000,100,SE,FT,Data Engineer,US,US,M,75000.0
2021,40900,50,MI,FT,Data Scientist,GB,GB,L,54177.35
2023,100000,0,EN,FT,Data Analyst,US,US,M,100000.0
2022,129300,0,SE,FT,Machine Learning Scientist,US,US,M,129300.0
2023,149040,100,SE,FT,Data Architect,US,US,M,149041.04
2021,80000,100,EN,FT,Data Analyst,US,US,M,80000.0
2022,110000,0,SE,FT,Data Engineer,US,US,M,110000.0
2023,260000,0,SE,FT,Applied Scientist,US,US,L,260000.0
2023,168100,100,SE,FT,Data Architect,US,US,M,168077.4
2022,122500,0,SE,FT,Data Scientist,US,US,M,122525.0
2023,105500,0,SE,FT,Data Analyst,US,US,M,105497.8
2022,80000,100,MI,FT,Machine Learning Engineer,FR,DE,M,83824.8
2022,125000,100,SE,FT,Data Engineer,US,US,M,125000.0
2022,20000,100,EN,FT,ML Engineer,PT,PT,L,21082.46
2023,155000,0,EN,FT,Research Engineer,US,US,M,155017.0
2023,130000,0,MI,FT,Data Analyst,US,US,M,130000.0
2022,85000,0,MI,FT,Data Engineer,GB,GB,M,105095.95
2022,145000,0,SE,FT,Machine Learning Engineer,US,US,M,145000.0
2023,201036,0,SE,FT,Data Scientist,US,US,M,201023.76
2022,140000,100,SE,FT,Data Scientist,US,US,M,140000.0
2023,50000,100,SE,FT,Computer Vision Software Engineer,NL,CA,L,52300.18
2022,210000,100,SE,FT,Machine Learning Engineer,US,US,M,210000.0
2023,125000,0,MI,FT,Data Engineer,US,US,M,125000.0
2022,140000,0,MI,FT,Data Scientist,GB,GB,M,160403.18
2021,160000,50,SE,FT,Lead Data Engineer,PR,US,S,158815.02
2022,169000,0,SE,FT,Data Analyst,US,US,M,169000.0
2023,120000,100,MI,FT,Data Analyst,US,US,M,120000.0
2023,105380,0,MI,FT,Data Analyst,US,US,M,105409.0
2022,141525,100,SE,FT,Data Scientist,US,US,M,141525.0
2022,150000,100,SE,FT,Data Analyst,US,US,M,150000.0
2022,70000,0,SE,FT,Data Analyst,US,US,M,70000.0
2022,147800,100,SE,FT,Data Architect,US,US,M,147840.0
2023,129300,0,SE,FT,Data Engineer,US,US,M,129300.0
2023,122000,0,SE,FT,Data Engineer,US,US,M,121999.04
2023,78000,0,SE,FT,Data Scientist,US,US,M,78010.0
2022,100000,0,MI,FT,Data Engineer,US,US,M,100000.0
2022,65000,0,MI,FT,Data Analyst,CA,CA,M,65227.58
2022,135000,100,SE,FT,Data Engineer,PR,PR,M,135000.0
2022,129300,0,SE,FT,Data Scientist,US,US,M,129300.0
2022,200000,0,EX,FT,Data Engineer,US,US,M,200000.0
2023,245100,0,SE,FT,Data Science Manager,US,US,M,245052.0
2022,112000,100,MI,FT,Data Analyst,US,US,M,111991.5
2022,160000,100,SE,FT,Data Engineer,US,US,M,160000.0
2023,139500,0,SE,FT,Data Engineer,US,US,M,139501.0
2023,80000,0,SE,FT,Data Analyst,US,US,M,80000.0
2023,200000,100,SE,FT,Computer Vision Engineer,US,US,S,200000.0
2023,135000,100,SE,FT,Data Engineer,US,US,M,135000.0
2023,60000,100,MI,FT,Data Engineer,MX,MX,M,61204.15
2023,120000,0,MI,FT,Data Engineer,US,US,M,120000.0
2023,289800,0,SE,FT,Analytics Engineer,US,US,M,289914.08
2023,56100,100,EN,FT,Data Analyst,US,US,M,56310.3
2022,110000,0,MI,FT,Data Engineer,GB,GB,M,132496.7
2023,72000,0,MI,FT,Data Analyst,US,US,M,72171.15
2022,4200000,100,MI,FT,Data Scientist,IN,ID,L,49605.4
2022,132000,100,SE,FT,Data Engineer,US,US,M,132026.6
2021,52000,50,MI,FT,Data Scientist,DE,AT,M,60145.99
2023,36000,0,SE,FT,Data Scientist,ES,ES,M,38631.0
2022,77000,100,MI,FT,BI Data Analyst,AU,AU,M,66343.91
2022,136620,100,SE,FT,Data Scientist,US,US,M,136663.64
2022,149040,100,SE,FT,Data Architect,US,US,M,149035.0
2023,45000,0,MI,FT,Data Scientist,ES,ES,M,48218.44
2022,108000,0,EN,FT,Machine Learning Engineer,US,US,S,107734.76
2023,105000,0,MI,FT,Data Engineer,US,US,M,105000.0
2023,130000,100,SE,FT,Data Analyst,US,US,M,130000.0
2022,130000,0,SE,FT,Data Analyst,US,US,M,130000.0
2023,199000,0,SE,FT,Data Scientist,US,US,M,198922.4
2023,126000,0,SE,FT,Machine Learning Engineer,US,US,M,126000.0
2023,170000,0,SE,FT,Data Engineer,US,US,M,170000.0
2023,160000,0,MI,FT,Data Analyst,US,US,M,160000.0
2021,100000,50,EN,FT,Machine Learning Developer,IQ,IQ,S,93490.28
2021,60000,50,MI,FT,Big Data Engineer,ES,RO,M,62545.36
2022,102100,0,SE,FT,Data Engineer,US,US,M,102093.0
2022,100000,100,SE,FT,Data Analyst,US,US,M,100000.0
2023,128000,0,SE,FT,Data Science Consultant,US,US,M,128000.75
2022,100000,100,MI,FT,Data Analyst,US,US,M,100000.0
2022,141300,0,SE,FT,Data Engineer,US,US,M,141346.75
2022,60000,100,MI,FT,Data Engineer,ES,ES,M,62604.92
2023,175308,0,SE,FT,Data Engineer,US,US,M,175237.36
2023,149076,0,SE,FT,Data Scientist,US,US,M,149073.78
2022,135000,0,MI,FT,Data Specialist,US,US,M,135000.0
2023,121500,100,SE,FT,Data Engineer,US,US,M,121540.0
2023,175000,0,SE,FT,Data Analyst,US,US,M,175000.0
2022,205000,100,SE,FT,Data Scientist,US,US,M,205000.0
2023,261500,0,SE,FT,Machine Learning Engineer,US,US,L,261475.0
2023,147000,0,SE,FT,Machine Learning Engineer,US,US,M,147018.0
2022,191475,100,SE,FT,Data Scientist,US,US,M,191475.0
2022,150075,100,SE,FT,Data Analyst,US,US,M,150063.75
2023,200000,0,SE,FT,Research Scientist,US,US,M,200000.0
2023,107000,100,SE,FT,Data Engineer,US,US,M,106979.0
2023,85000,100,SE,FT,Data Analyst,US,US,M,85005.0
2022,180000,100,SE,FT,Data Engineer,US,US,M,180000.0
2021,55000,50,EN,FT,BI Data Analyst,US,US,S,55852.1
2021,70000,50,SE,FT,Machine Learning Engineer,BE,BE,M,80023.36
2022,172000,100,SE,FT,Data Scientist,US,US,M,172111.0
2022,40000,100,MI,FT,Data Analyst,GR,GR,M,41850.51
2023,100000,0,MI,FT,Data Analyst,US,US,M,100000.0
2022,55000,100,SE,FT,Data Scientist,US,US,S,55311.98
2023,130000,0,MI,FT,Data Scientist,US,US,M,130000.0
2022,152000,0,SE,FT,Data Scientist,US,US,M,151998.0
2023,90000,0,MI,FT,Data Analyst,US,US,M,90000.0
2021,2250000,100,EN,FT,Data Engineer,IN,IN,L,30109.91
2023,62000,100,MI,FT,Data Engineer,ES,ES,M,65730.76
2023,96100,100,SE,FT,Data Engineer,US,US,M,96023.5
2023,85000,0,MI,FT,Data Analyst,US,US,M,85000.0
2022,170000,100,SE,FT,Data Engineer,US,US,M,170000.0
2022,260000,0,SE,FT,Data Engineer,US,US,M,260000.0
2022,205600,0,SE,FT,Data Engineer,US,US,L,205588.0
2022,102000,0,SE,FT,Data Engineer,US,US,M,101995.8
2022,130500,0,SE,FT,Data Engineer,US,US,M,130515.2
2023,169200,0,SE,FT,Research Scientist,ES,ES,M,169176.0
2022,115000,100,SE,FT,Data Engineer,US,US,M,115000.0
2022,128875,100,SE,FT,Data Analyst,US,US,M,128876.25
2022,48000,100,MI,FT,Business Data Analyst,BR,BR,M,21660.84
2023,110000,100,SE,FT,Data Architect,US,US,M,110000.0
2022,135000,100,SE,FT,Data Architect,US,US,M,135000.0
2023,275000,0,SE,FT,Machine Learning Engineer,DE,DE,M,275042.0
2020,43200,0,EN,FT,Data Scientist,DE,DE,S,49338.87
2023,48000,0,EN,FT,Data Analyst,US,US,M,48559.29
2022,112900,100,SE,FT,Data Analyst,US,US,M,112900.0
2022,144000,100,SE,FT,Data Analyst,US,US,M,144007.0
2023,129300,0,SE,FT,Data Scientist,US,US,M,129300.0
2023,89700,0,MI,FT,Machine Learning Engineer,GB,GB,M,108925.34
2023,35000,0,MI,FT,Data Analyst,GB,GB,M,42685.38
2022,6000000,50,EX,FT,Head of Machine Learning,IN,IN,L,69122.05
2021,100000,0,EN,FT,Data Scientist,US,US,S,100280.94
2022,124270,100,SE,FT,ETL Developer,US,US,M,124241.74
2022,191475,100,SE,FT,Data Scientist,US,US,M,191475.0
2022,70000,100,MI,FT,Data Scientist,DE,DE,M,73861.32
2023,120000,0,SE,FT,Data Scientist,US,US,M,120000.0
2023,297300,100,SE,FT,Data Scientist,US,US,M,297302.0
2023,250000,100,SE,FT,Data Engineer,US,US,M,250000.0
2023,78000,100,SE,FT,Data Engineer,US,US,M,78020.0
2023,113750,0,SE,FT,Data Engineer,US,US,M,113793.5
2023,100000,100,SE,FT,Data Analyst,US,US,M,100000.0
2023,146000,100,SE,FT,Data Engineer,US,US,M,145998.0
2023,180000,0,SE,FT,Machine Learning Software Engineer,US,US,M,180000.0
2022,70000,100,MI,FT,Data Engineer,ES,ES,M,73750.31
2023,167500,0,MI,FT,Data Architect,US,US,M,167506.0
2023,172600,100,SE,FT,Data Engineer,US,US,M,172474.0
2022,60000,100,MI,FT,Data Engineer,GB,GB,M,73931.9
2023,72000,0,SE,FT,Applied Scientist,US,US,L,72078.27
2023,139500,0,SE,FT,Machine Learning Engineer,US,US,M,139500.0
2022,249500,0,SE,FT,Data Scientist,US,US,M,249484.6
2023,139500,0,SE,FT,Data Engineer,US,US,M,139501.0
2022,141525,100,SE,FT,Data Scientist,US,US,M,141525.0
2021,76760,50,MI,FT,Data Scientist,DE,DE,L,88294.69
2023,179820,0,SE,FT,Analytics Engineer,US,US,M,179832.35
2023,185700,0,MI,FT,Analytics Engineer,US,US,M,185773.0
2022,100000,100,SE,FT,Data Scientist,BR,US,M,90962.82
2022,187000,100,MI,FT,Data Engineer,US,US,M,187072.0
2023,200160,0,SE,FT,Data Scientist,US,US,M,200144.6
2022,100000,0,MI,FT,Data Analyst,US,US,M,100000.0
2023,186300,100,SE,FT,Data Scientist,US,US,M,186258.0
2023,188800,100,SE,FT,Machine Learning Engineer,US,US,M,188803.2
2023,150000,100,SE,FT,Machine Learning Engineer,US,US,M,150000.0
2022,65000,100,SE,FT,Machine Learning Engineer,AE,AE,S,65874.8
2022,192564,100,SE,FT,Data Architect,US,US,M,192560.96
2021,59000,100,EX,FT,Data Science Consultant,FR,ES,S,68580.8
2023,180180,0,SE,FT,Data Analyst,US,US,M,180178.2
2023,202353,0,SE,FT,Machine Learning Engineer,US,US,M,202342.43
2023,260000,0,SE,FT,Applied Scientist,US,US,L,260000.0
2022,131300,100,SE,FT,ML Engineer,US,US,L,131292.0
2022,245000,0,SE,FT,Data Scientist,US,US,M,244898.96
2022,200000,100,EX,FT,Machine Learning Scientist,US,US,S,200000.0
2022,245000,0,SE,FT,Analytics Engineer,US,US,M,244878.46
2023,185000,100,SE,FT,Data Scientist,US,US,M,185000.0
2022,62000,100,MI,FT,Data Engineer,FR,FR,M,65459.01
2023,122700,0,SE,FT,Machine Learning Engineer,US,US,M,122699.0
2023,122000,0,SE,FT,Data Scientist,US,US,M,122000.0
2023,159832,0,SE,FT,Data Scientist,US,US,M,159824.72
2023,124000,0,MI,FT,Data Analyst,US,US,M,123989.0
2023,170000,0,SE,FT,Machine Learning Software Engineer,US,US,M,170000.0
2023,120000,100,SE,FT,Data Scientist,CA,CA,M,117886.07
2022,74000,0,MI,FT,Data Engineer,GB,GB,M,91004.99
2023,204500,0,SE,FT,Machine Learning Engineer,US,US,M,204500.0
2022,154600,100,SE,FT,Data Engineer,US,US,L,154599.6
2022,160000,0,EN,FT,Data Engineer,US,US,M,160000.0
2022,250000,0,SE,FT,Data Engineer,US,US,M,250000.0
2021,51400,50,SE,FT,Research Scientist,PT,PT,L,57798.92
2022,175000,0,SE,FT,Data Scientist,US,US,M,175000.0
2022,27000,50,EN,FT,Data Analyst,FR,FR,M,28750.12
2023,290000,100,SE,FT,Data Engineer,US,US,M,290158.8
2023,60000,50,MI,FT,Data Scientist,FR,FR,M,64446.61
2023,73900,0,EN,FT,Data Engineer,US,US,M,74068.53
2023,200000,0,SE,FT,Research Scientist,US,US,M,200000.0
2022,145000,0,MI,FT,Data Engineer,US,US,M,145000.0
2022,150000,100,SE,FT,Data Engineer,US,US,M,150000.0
2022,192564,100,SE,FT,Data Architect,US,US,M,192560.96
2022,235000,100,SE,FT,Data Architect,US,US,M,235010.0
2023,225000,0,SE,FT,Data Scientist,US,US,M,225000.0
2023,60000,0,MI,FT,Data Scientist,GB,GB,M,72934.28
2023,183500,100,SE,FT,Data Scientist,US,US,M,183504.1
2023,146000,0,MI,FT,Data Engineer,US,US,M,145998.0
2022,110600,0,SE,FT,Data Analyst,US,US,M,110600.0
2022,165000,100,SE,FT,Data Scientist,US,US,L,165073.09
2022,272550,100,SE,FT,Data Scientist,US,US,M,272404.21
2023,153400,0,SE,FT,Machine Learning Engineer,US,US,M,153406.0
2023,148500,0,MI,FT,Machine Learning Engineer,US,US,M,148521.0
2023,288000,100,SE,FT,Machine Learning Engineer,US,US,M,288749.36
2022,48000,100,MI,FT,BI Analyst,BR,BR,M,44987.35
2022,78000,0,SE,FT,Data Engineer,US,US,M,78031.78
2023,204500,0,SE,FT,Machine Learning Engineer,US,US,M,204500.0
2022,145300,0,SE,FT,Data Scientist,US,US,M,145198.0
2023,181000,0,SE,FT,Machine Learning Engineer,US,US,M,180808.4
2022,50000,100,SE,FT,Data Scientist,US,US,M,50042.14
2022,243900,100,SE,FT,Data Scientist,US,US,M,243690.67
2023,150000,100,MI,FT,Data Analyst,US,US,M,150000.0
2023,210000,0,SE,FT,Data Scientist,US,US,M,210000.0
2023,130000,0,MI,FT,Data Engineer,US,US,M,130000.0
2022,189650,0,SE,FT,Machine Learning Engineer,US,US,M,189644.0
2021,68000,50,MI,FT,Applied Data Scientist,GB,CA,L,65872.09
2022,250000,0,SE,FT,Analytics Engineer,US,US,M,250000.0
2023,120000,0,SE,FT,Data Engineer,US,US,M,120000.0
2022,156400,0,SE,FT,Data Scientist,US,US,M,156406.0
2023,106800,0,SE,FT,Data Engineer,US,US,M,106802.0
2022,23000,50,EN,FT,Data Science Consultant,IT,IT,M,23993.05
2022,175000,0,SE,FT,Data Engineer,US,US,M,175000.0
2023,275300,100,SE,FT,Data Scientist,US,US,M,275300.0
2022,55000,50,SE,FT,Director of Data Science,FR,FR,L,58201.3
2023,100000,0,MI,FT,Data Engineer,US,US,M,100000.0
2020,3000000,0,MI,FT,Data Scientist,IN,IN,L,41053.61
2022,200000,100,MI,FT,AI Scientist,IN,US,L,200000.0
2022,160000,0,SE,FT,Data Engineer,US,US,L,160000.0
2023,105500,0,SE,FT,Data Analyst,US,US,M,105497.8
2022,60000,100,MI,FT,Data Engineer,GR,GR,M,62568.68
2023,167500,0,EX,FT,Data Engineer,US,US,M,167084.16
2023,175000,0,SE,FT,Data Analyst,US,US,M,175000.0
2021,100000,50,MI,FT,Data Engineer,AU,AU,L,84281.5
2023,145000,0,SE,FT,Data Engineer,US,US,M,145000.0
2022,180000,100,SE,FT,Data Scientist,US,US,L,180000.0
2023,140000,100,SE,FT,Data Scientist,US,US,M,140000.0
2022,63000,0,SE,FT,Analytics Engineer,US,US,M,63000.0
2023,165000,0,SE,FT,Data Engineer,US,US,M,165000.0
2022,100000,100,MI,FT,Data Operations Engineer,US,US,M,100000.0
2020,720000,0,SE,FT,Data Engineer,MX,MX,S,27866.55
2023,130000,0,MI,FT,Data Engineer,US,US,M,130000.0
2023,190000,0,EN,FT,Data Scientist,US,US,M,189992.5
2021,50000,100,SE,FT,Data Analytics Engineer,VN,GB,M,52791.63
2023,248100,0,SE,FT,Research Scientist,US,US,M,248088.0
2022,175000,0,MI,FT,Data Engineer,US,US,M,175000.0
2022,105000,0,SE,FT,Data Engineer,US,US,M,105000.0
